target,random_pooled_OOF_R2,random_pooled_OOF_RMSE_log10,random_pooled_OOF_MAE_log10,publication_grouped_pooled_OOF_R2,publication_grouped_pooled_OOF_RMSE_log10,publication_grouped_pooled_OOF_MAE_log10,grouped_minus_random_pooled_OOF_R2
Km (mM),0.2733056964101038,1.1585824042536015,0.810513828060671,0.07354895508201942,1.3081642857338727,1.0916921308614393,-0.1997567413280844
Kcat (s⁻¹),0.4752095593630251,2.3496376307780005,1.7714079765592736,-0.014196108707843047,3.266396497567904,2.5504926809776927,-0.48940566807086816
Vmax (nM s⁻¹),0.3448773656777556,1.4013792884593865,0.830992931312606,-0.8031825259719645,2.324953318937779,1.6499746325479487,-1.1480598916497202
